primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,ProductionBudget,WorldwideGross
Solo: A Star Wars Story,2018,135,6.9,356751,Ron Howard,275000000,393151347
The Predator,2018,107,5.3,136748,Shane Black,88000000,159487563
The Darkest Minds,2018,104,5.7,33657,Jennifer Yuh Nelson,34000000,38361428
Forever My Girl,2018,108,6.6,18707,Bethany Ashton Wolf,3500000,16376066
Fantastic Beasts: The Crimes of Grindelwald,2018,134,6.5,291287,David Yates,200000000,648455339
Avengers: Infinity War,2018,149,8.4,1108797,"Anthony Russo, Joe Russo",300000000,2048359754
Replicas,2018,107,5.4,39909,Jeffrey Nachmanoff,30000000,9037427
Widows,2018,129,6.8,100285,Steve McQueen,40000000,75984700
Alpha,2018,96,6.6,64051,Albert Hughes,51000000,99624873
Fifty Shades Freed,2018,105,4.5,68373,James Foley,55000000,371985018
Maze Runner: The Death Cure,2018,143,6.2,147278,Wes Ball,61000000,265878536
Overlord,2018,110,6.6,101910,Julius Avery,38000000,39178189
Robin Hood,2018,116,5.3,76055,Otto Bathurst,99000000,85210012
White Boy Rick,2018,111,6.5,39510,Yann Demange,30000000,25947983
Mile 22,2018,94,6.1,82474,Peter Berg,35000000,66295121
Christopher Robin,2018,104,7.2,80295,Marc Forster,75000000,197744377
Can You Ever Forgive Me?,2018,106,7.1,53815,Marielle Heller,10000000,12517379
On the Basis of Sex,2018,120,7.1,35857,Mimi Leder,20000000,38794346
Bumblebee,2018,114,6.7,171563,Travis Knight,102000000,465195589
Early Man,2018,89,6.1,22808,Nick Park,50000000,45285890
Air Strike,2018,120,3.2,4558,Xiao Feng,65000000,516279
Unfriended: Dark Web,2018,92,6,34729,Stephen Susco,1000000,16434588
The Meg,2018,113,5.6,176314,Jon Turteltaub,178000000,527267828
Midnight Sun,2018,91,6.6,33035,Scott Speer,2800000,26952508
Jurassic World: Fallen Kingdom,2018,128,6.1,324604,J.A. Bayona,170000000,1308323302
The Sisters Brothers,2018,122,6.9,66885,Jacques Audiard,38000000,14636067
Mary Poppins Returns,2018,130,6.7,90654,Rob Marshall,130000000,348901032
Sicario: Day of the Soldado,2018,122,7.1,154303,Stefano Sollima,35000000,76346094
The Favourite,2018,119,7.5,206341,Yorgos Lanthimos,15000000,95849029
Ant-Man and the Wasp,2018,118,7,418974,Peyton Reed,130000000,623144660
Peter Rabbit,2018,95,6.6,44743,Will Gluck,50000000,346727372
"Love, Simon",2018,110,7.5,118352,Greg Berlanti,10000000,65520633
Operation Finale,2018,122,6.6,44712,Chris Weitz,20000000,17612099
Hotel Transylvania 3: Summer Vacation,2018,97,6.3,77720,Genndy Tartakovsky,65000000,527706567
How It Ends,2018,113,5,55157,David M. Rosenthal,20000000,0
Step Sisters,2018,108,5.4,4701,Charles Stone III,10000000,0
Sgt. Stubby: An American Hero,2018,84,6.9,2388,Richard Lanni,25000000,3823620
The Hurricane Heist,2018,103,5.1,21418,Rob Cohen,40000000,33222314
Deadpool 2,2018,119,7.7,598050,David Leitch,110000000,786362370
The Nutcracker and the Four Realms,2018,99,5.6,35193,"Lasse Hallström, Joe Johnston",132900000,170024300
The Hate U Give,2018,133,7.5,37758,George Tillman Jr.,23000000,35067665
"Juliet, Naked",2018,97,6.6,23510,Jesse Peretz,6000000,5767158
Life of the Party,2018,105,5.6,38018,Ben Falcone,30000000,65859911
Traffik,2018,96,5.9,20863,Deon Taylor,4000000,9561231
Sorry to Bother You,2018,112,6.9,82951,Boots Riley,3200000,18285560
Slender Man,2018,93,3.2,35636,Sylvain White,10000000,51945949
Show Dogs,2018,92,3.9,4866,Raja Gosnell,5500000,40014998
Insidious: The Last Key,2018,103,5.7,62970,Adam Robitel,10000000,172811971
The Possession of Hannah Grace,2018,86,5.2,24033,Diederik Van Rooijen,6000000,42873730
Skyscraper,2018,102,5.8,125824,Rawson Marshall Thurber,125000000,304858121
The Nun,2018,96,5.3,146161,Corin Hardy,22000000,363391647
Hotel Artemis,2018,94,6.1,55254,Drew Pearce,15000000,13316627
Life Itself,2018,117,6.9,23023,Dan Fogelman,10000000,7960474
Kin,2018,102,5.8,17763,"Jonathan Baker, Josh Baker",30000000,10383524
Acrimony,2018,120,5.8,9392,Tyler Perry,20000000,46627836
Irreplaceable You,2018,96,6.4,9971,Stephanie Laing,10000000,0
The First Purge,2018,97,5.2,65974,Gerard McMurray,13000000,137054597
Roma,2018,135,7.7,162567,Alfonso Cuarón,15000000,1903062
Smallfoot,2018,96,6.6,40976,"Karey Kirkpatrick, Jason Reisig",80000000,214244195
Assassination Nation,2018,108,6,20519,Sam Levinson,7000000,2852759
The Miseducation of Cameron Post,2018,91,6.6,23840,Desiree Akhavan,900000,2019874
Vice,2018,132,7.2,152455,Adam McKay,60000000,70893782
Adrift,2018,96,6.6,58576,Baltasar Kormákur,35000000,57897191
Creed II,2018,130,7.1,140341,Steven Caple Jr.,50000000,213591522
Proud Mary,2018,89,5,10250,Babak Najafi,30000000,21709539
I Can Only Imagine,2018,110,7.3,16874,"Andrew Erwin, Jon Erwin",7000000,85783567
Action Point,2018,85,5.1,11804,Tim Kirkby,19000000,5103675
Upgrade,2018,100,7.5,191237,Leigh Whannell,3000000,16976561
Bad Times at the El Royale,2018,141,7.1,154893,Drew Goddard,32000000,31178942
A Quiet Place,2018,90,7.5,544216,John Krasinski,17000000,334876670
The Spy Who Dumped Me,2018,117,6,79604,Susanna Fogel,40000000,78998245
Outlaw King,2018,121,6.9,75258,David Mackenzie,120000000,0
Truth or Dare,2018,100,5.2,58554,Jeff Wadlow,3500000,95292744
Occupation,2018,119,4.5,16777,Luke Sparke,4600000,35111
Night School,2018,111,5.6,42075,Malcolm D. Lee,29000000,104145633
I Feel Pretty,2018,110,5.6,55161,"Abby Kohn, Marc Silverstein",32000000,91444095
The 15:17 to Paris,2018,94,5.3,34541,Clint Eastwood,30000000,56096200
Peppermint,2018,101,6.5,66899,Pierre Morel,25000000,51800758
Book Club,2018,104,6.1,29114,Bill Holderman,10000000,106256217
Johnny English Strikes Again,2018,89,6.2,76954,David Kerr,30000000,159369278
The Kindergarten Teacher,2018,96,6.7,16927,Sara Colangelo,2400000,552188
Green Book,2018,130,8.2,511153,Peter Farrelly,23000000,319995019
Mandy,2018,121,6.5,82663,Panos Cosmatos,6000000,1474224
Boy Erased,2018,115,6.9,40054,Joel Edgerton,11000000,11862650
Eighth Grade,2018,93,7.4,78387,Bo Burnham,2000000,14348020
Every Day,2018,97,6.4,22464,Michael Sucsy,4900000,12826031
A Simple Favor,2018,117,6.8,153421,Paul Feig,20000000,97628717
If Beale Street Could Talk,2018,119,7.1,50392,Barry Jenkins,12000000,21398371
Destroyer,2018,121,6.2,30494,Karyn Kusama,9000000,5865489
Breaking In,2018,88,5.5,16300,James McTeigue,6000000,51485382
Unsane,2018,98,6.4,47841,Steven Soderbergh,1500000,14296709
Hearts Beat Loud,2018,97,6.9,11256,Brett Haley,2000000,2469510
Uncle Drew,2018,103,5.8,15018,Charles Stone III,18000000,46594261
Unbroken: Path to Redemption,2018,98,5.8,3301,Harold Cronk,6000000,6216897
BlacKkKlansman,2018,135,7.5,271711,Spike Lee,15000000,93411426
Dog Days,2018,113,6.2,5216,Ken Marino,10000000,8196226
"Paul, Apostle of Christ",2018,108,6.6,8986,Andrew Hyatt,5000000,26078500
Instant Family,2018,118,7.3,110898,Sean Anders,48000000,119736188
Searching,2018,102,7.6,169581,Aneesh Chaganty,880000,75636047
Hereditary,2018,127,7.3,334502,Ari Aster,10000000,81263489
The Mule,2018,116,7,141868,Clint Eastwood,50000000,173453994
Dragon Ball Super: Broly,2018,100,7.7,29085,Tatsuya Nagamine,8500000,122747755
Girl,2018,105,7.1,15644,Lukas Dhont,1750000,8719182
Cam,2018,94,5.9,33549,Daniel Goldhaber,1000000,0
Fahrenheit 11/9,2018,128,7.1,19854,Michael Moore,5000000,6653715
T-34,2018,139,6.7,13147,Aleksey Sidorov,10000000,39526616
Motherless Brooklyn,2019,144,6.8,59656,Edward Norton,26000000,18477276
Alita: Battle Angel,2019,122,7.3,276198,Robert Rodriguez,170000000,401900040
Shazam!,2019,132,7,355343,David F. Sandberg,85000000,363563907
Pet Sematary,2019,101,5.7,94180,"Kevin Kölsch, Dennis Widmyer",21000000,111809732
Countdown,2019,90,5.4,40822,Justin Dec,6500000,42176201
Gemini Man,2019,117,5.7,116054,Ang Lee,140000000,166598362
Black Christmas,2019,92,3.5,17478,Sophia Takal,5000000,18526087
Rambo: Last Blood,2019,89,6.1,102255,Adrian Grunberg,50000000,91378886
The Hustle,2019,93,5.4,62165,Chris Addison,21000000,97389568
The Irishman,2019,209,7.8,399490,Martin Scorsese,159000000,914706
The Art of Racing in the Rain,2019,109,7.5,33673,Simon Curtis,18000000,33773963
Triple Frontier,2019,125,6.4,134266,J.C. Chandor,115000000,0
Booksmart,2019,102,7.1,123213,Olivia Wilde,6000000,24948141
Zombieland: Double Tap,2019,99,6.7,186507,Ruben Fleischer,48000000,125213018
The Addams Family,2019,86,5.8,42218,"Greg Tiernan, Conrad Vernon",24000000,200588546
The Informer,2019,113,6.6,39188,Andrea Di Stefano,60000000,2366073
UglyDolls,2019,87,5.1,7171,Kelly Asbury,45000000,32630599
Toy Story 4,2019,100,7.7,258824,Josh Cooley,200000000,1073064540
Rocketman,2019,121,7.3,180499,Dexter Fletcher,41000000,192133784
Long Shot,2019,125,6.8,114324,Jonathan Levine,40000000,53624424
Hellboy,2019,120,5.2,93160,Neil Marshall,50000000,53956480
Men in Black: International,2019,114,5.6,138369,F. Gary Gray,110000000,253015298
How to Train Your Dragon: The Hidden World,2019,104,7.4,135582,Dean DeBlois,129000000,521533238
Jojo Rabbit,2019,108,7.9,404828,Taika Waititi,14000000,86878073
Ad Astra,2019,123,6.5,243876,James Gray,80000000,135406280
A Beautiful Day in the Neighborhood,2019,109,7.2,83380,Marielle Heller,45000000,68590003
Little Women,2019,135,7.8,215629,Greta Gerwig,42000000,218838386
Tolkien,2019,112,6.8,42905,Dome Karukoski,20000000,8969227
Scary Stories to Tell in the Dark,2019,108,6.2,79380,André Øvredal,28000000,95592669
Richard Jewell,2019,131,7.5,91156,Clint Eastwood,45000000,43092210
Godzilla: King of the Monsters,2019,132,6,188420,Michael Dougherty,170000000,383299914
Dumbo,2019,112,6.3,78452,Tim Burton,170000000,353166307
The Goldfinch,2019,149,6.4,24746,John Crowley,40000000,9429910
After,2019,105,5.3,58471,Jenny Gage,14000000,57926850
Captain Marvel,2019,123,6.8,573495,"Anna Boden, Ryan Fleck",175000000,1129576094
Avengers: Endgame,2019,181,8.4,1163933,"Anthony Russo, Joe Russo",400000000,2794731755
The Last Black Man in San Francisco,2019,121,7.3,20494,Joe Talbot,3000000,4637842
The Peanut Butter Falcon,2019,97,7.6,93392,"Tyler Nilson, Michael Schwartz",6200000,23191551
Shaft,2019,111,6.4,55538,Tim Story,30000000,21360215
The Prodigy,2019,92,5.9,27280,Nicholas McCarthy,6000000,22413145
Frozen II,2019,103,6.8,179187,"Chris Buck, Jennifer Lee",150000000,1437862795
Crown Vic,2019,110,6.4,7750,Joel Souza,3600000,3868
Harriet,2019,125,6.7,28542,Kasi Lemmons,17000000,44035587
Lucy in the Sky,2019,124,4.9,8220,Noah Hawley,27000000,325943
Klaus,2019,96,8.2,164097,"Sergio Pablos, Carlos Martínez López",40000000,0
Maleficent: Mistress of Evil,2019,119,6.6,109462,Joachim Rønning,185000000,489181357
The Best of Enemies,2019,133,7.3,17882,Robin Bissell,10000000,10268749
The Curse of La Llorona,2019,93,5.2,52565,Michael Chaves,9000000,123133739
Just Mercy,2019,137,7.6,70748,Destin Daniel Cretton,25000000,50394773
The Kid,2019,100,5.9,8917,Vincent D'Onofrio,7000000,1593173
The Secret Life of Pets 2,2019,86,6.4,64533,"Chris Renaud, Jonathan del Val",80000000,446109716
Poms,2019,90,6.1,6676,Zara Hayes,10000000,17901314
Eli,2019,98,5.8,37913,Ciarán Foy,11000000,0
Hustlers,2019,110,6.3,103102,Lorene Scafaria,20700000,150467919
The Good Liar,2019,109,6.7,44067,Bill Condon,10000000,33209936
Doctor Sleep,2019,152,7.3,199684,Mike Flanagan,45000000,71720838
Cats,2019,110,2.8,52965,Tom Hooper,100000000,75568355
Cold Pursuit,2019,119,6.2,71906,Hans Petter Moland,60000000,62599159
Spies in Disguise,2019,102,6.8,51849,"Nick Bruno, Troy Quane",100000000,165124093
The Kitchen,2019,102,5.6,21904,Andrea Berloff,38000000,15779261
Pokémon: Detective Pikachu,2019,104,6.5,168556,Rob Letterman,150000000,429061724
Escape Room,2019,99,6.4,128002,Adam Robitel,9000000,155615727
The Professor and the Madman,2019,124,7.2,47786,Farhad Safinia,25000000,6353847
Miss Bala,2019,104,5.8,11924,Catherine Hardwicke,15000000,15364632
Captive State,2019,109,6,55493,Rupert Wyatt,25000000,9363210
Monos,2019,102,6.9,17905,Alejandro Landes,2000000,2013217
The Angry Birds Movie 2,2019,97,6.4,31513,"Thurop Van Orman, John Rice",65000000,152255188
The Lion King,2019,118,6.8,251354,Jon Favreau,260000000,1647733638
Late Night,2019,102,6.5,39058,Nisha Ganatra,4000000,22373378
Aladdin,2019,128,6.9,272901,Guy Ritchie,182000000,1046587513
The Aeronauts,2019,100,6.6,34988,Tom Harper,80000000,6628721
Angel Has Fallen,2019,121,6.4,101898,Ric Roman Waugh,40000000,133345583
Abominable,2019,97,7,40163,"Jill Culton, Todd Wilderman",75000000,188668688
Bombshell,2019,109,6.8,119239,Jay Roach,32000000,61404394
Wonder Park,2019,85,5.8,12227,Dylan Brown,100000000,115103325
7500,2019,93,6.3,30237,Patrick Vollrath,5000000,0
Terminator: Dark Fate,2019,128,6.2,182856,Tim Miller,185000000,250367666
Five Feet Apart,2019,116,7.2,72176,Justin Baldoni,7000000,92554209
Serenity,2019,106,5.4,42699,Steven Knight,25000000,13008804
The Beach Bum,2019,95,5.5,23451,Harmony Korine,5000000,4267808
Jay and Silent Bob Reboot,2019,105,5.6,26905,Kevin Smith,10000000,4730228
Triple Threat,2019,96,5.6,11845,Jesse V. Johnson,10000000,385651
The Intruder,2019,102,5.6,18676,Deon Taylor,8000000,40597401
Fast & Furious Presents: Hobbs & Shaw,2019,137,6.5,219115,David Leitch,200000000,760732926
The Kid Who Would Be King,2019,120,6.1,17609,Joe Cornish,59000000,28296983
Glass,2019,129,6.6,251106,M. Night Shyamalan,20000000,246999039
Us,2019,116,6.8,311014,Jordan Peele,20000000,256022707
Midway,2019,138,6.7,88711,Roland Emmerich,100000000,126815030
Good Boys,2019,90,6.7,76375,Gene Stupnitsky,20000000,111174248
Velvet Buzzsaw,2019,113,5.7,63200,Dan Gilroy,21000000,0
Breakthrough,2019,116,6.2,10335,Roxann Dawson,14000000,49231674
Joker,2019,122,8.4,1333263,Todd Phillips,55000000,1069121583
47 Meters Down: Uncaged,2019,90,5,28262,Johannes Roberts,12000000,47582563
Black and Blue,2019,108,6.4,24929,Deon Taylor,12000000,22730144
Anna,2019,118,6.6,86183,Luc Besson,30000000,32825217
Dora and the Lost City of Gold,2019,102,6.1,32039,James Bobin,49000000,120592276
What Men Want,2019,117,5.3,28737,Adam Shankman,20000000,69911903
Marriage Story,2019,137,7.9,321127,Noah Baumbach,18000000,321463
Stuber,2019,93,6.2,48979,Michael Dowse,16000000,29634023
Ready or Not,2019,95,6.8,160707,"Matt Bettinelli-Olpin, Tyler Gillett",6000000,56785851
Jumanji: The Next Level,2019,123,6.7,259814,Jake Kasdan,125000000,798210215
The Lighthouse,2019,109,7.4,227267,Robert Eggers,4000000,18262307
Lady and the Tramp,2019,111,6.2,22777,Charlie Bean,60000000,0
6 Underground,2019,128,6.1,183208,Michael Bay,150000000,0
High Flying Bird,2019,90,6.2,8943,Steven Soderbergh,2000000,0
Honey Boy,2019,94,7.2,38908,Alma Har'el,3500000,3415721
Happy Death Day 2U,2019,100,6.2,78465,Christopher Landon,9000000,64686515
Overcomer,2019,119,6.6,5197,Alex Kendrick,5000000,38093564
The Report,2019,119,7.2,45824,Scott Z. Burns,8000000,242788
Blinded by the Light,2019,118,6.9,25816,Gurinder Chadha,15000000,18136756
Nancy Drew and the Hidden Staircase,2019,89,5.7,5075,Katt Shea,17000000,624549
Pinocchio,2019,125,6.2,13797,Matteo Garrone,13200000,30360375
Annabelle Comes Home,2019,106,5.9,79053,Gary Dauberman,27000000,230779191
Crawl,2019,87,6.1,87494,Alexandre Aja,17000000,91720490
The Gentlemen,2019,113,7.8,355158,Guy Ritchie,22000000,113152222
Grand Isle,2019,97,4.7,5105,Stephen S. Campanelli,5000000,5444
1917,2019,119,8.2,612088,Sam Mendes,100000000,389140440
Last Christmas,2019,103,6.5,83435,Paul Feig,30000000,123428868
The Farewell,2019,100,7.5,66768,Lulu Wang,3000000,25466013
Corpus Christi,2019,115,7.7,19922,Jan Komasa,1300000,10951283
21 Bridges,2019,99,6.6,69897,Brian Kirk,33000000,42657631
Queen & Slim,2019,132,7.1,32934,Melina Matsoukas,20000000,48266163
Midsommar,2019,148,7.1,342418,Ari Aster,9000000,46754020
Knives Out,2019,130,7.9,718705,Rian Johnson,40000000,312898746
Unplanned,2019,109,5.5,14233,"Chuck Konzelman, Cary Solomon",6000000,21413603
Jexi,2019,84,6,29105,"Jon Lucas, Scott Moore",5000000,10601127
Fantasy Island,2020,109,4.9,54493,Jeff Wadlow,7000000,48518957
Unhinged,2020,90,6,71141,Derrick Borte,33000000,37339104
Rogue City,2020,116,6.1,9210,Olivier Marchal,13000000,8573
The Father,2020,97,8.2,164052,Florian Zeller,6000000,36427155
The Invisible Man,2020,124,7.1,235050,Leigh Whannell,7000000,139011965
The Midnight Sky,2020,118,5.6,85668,George Clooney,100000000,75615
Minari,2020,115,7.4,85376,Lee Isaac Chung,2000000,15474659
The Trial of the Chicago 7,2020,129,7.7,182367,Aaron Sorkin,35000000,116473
Bill & Ted Face the Music,2020,91,5.9,49642,Dean Parisot,25000000,6255630
Freaky,2020,102,6.3,63124,Christopher Landon,6000000,18073433
Host,2020,57,6.5,33053,Rob Savage,35000,436536
Honest Thief,2020,99,6,53062,Mark Williams,30000000,32609631
Love and Monsters,2020,109,6.9,132933,Michael Matthews,30000000,1131683
The Croods: A New Age,2020,95,6.9,47081,Joel Crawford,65000000,214790246
Artemis Fowl,2020,95,4.2,29268,Kenneth Branagh,100000000,0
Cut Throat City,2020,123,4.9,2959,RZA,8000000,864907
Echo Boomers,2020,94,5.3,8618,Seth Savoy,2500000,2003433
The War with Grandpa,2020,94,5.6,22269,Tim Hill,38000000,46819069
Mulan,2020,115,5.7,151451,Niki Caro,200000000,69973540
The New Mutants,2020,94,5.3,83029,Josh Boone,67000000,44608247
The SpongeBob Movie: Sponge on the Run,2020,91,5.9,19475,Tim Hill,60000000,4810790
Wolfwalkers,2020,103,8,34491,"Tomm Moore, Ross Stewart",11250000,3241142
Greyhound,2020,91,7,101734,Aaron Schneider,50300000,0
The Banker,2020,120,7.3,30693,George Nolfi,11000000,2990000
Monster Hunter,2020,103,5.2,61979,Paul W.S. Anderson,60000000,47853893
Dolittle,2020,101,5.6,66730,Stephen Gaghan,175000000,251509166
Tenet,2020,150,7.3,523428,Christopher Nolan,205000000,360240189
Hillbilly Elegy,2020,116,6.7,43881,Ron Howard,45000000,38852
Timmy Failure: Mistakes Were Made,2020,99,6,3147,Tom McCarthy,40000000,0
Summerland,2020,99,7,7953,Jessica Swale,1100000,1414596
News of the World,2020,118,6.8,90259,Paul Greengrass,38000000,12668325
Wonder Woman 1984,2020,151,5.4,275820,Patty Jenkins,200000000,166360232
The Rhythm Section,2020,109,5.4,18999,Reed Morano,50000000,5983043
Onward,2020,102,7.4,155260,Dan Scanlon,200000000,133357601
The Call of the Wild,2020,100,6.7,51877,Chris Sanders,125000000,107351191
The Turning,2020,94,3.9,15122,Floria Sigismondi,12000000,18460739
Like a Boss,2020,83,4.7,14672,Miguel Arteta,29000000,26563888
Project Power,2020,113,6,92122,"Henry Joost, Ariel Schulman",85100000,0
The Old Guard,2020,125,6.6,170948,Gina Prince-Bythewood,70000000,0
Greenland,2020,119,6.4,122193,Ric Roman Waugh,34000000,40629075
The Photograph,2020,106,6.1,5830,Stella Meghie,15000000,20704381
Come Play,2020,96,5.7,15782,Jacob Chase,9000000,12624174
Words on Bathroom Walls,2020,110,7.1,11597,Thor Freudenthal,9300000,3117681
My Spy,2020,99,6.3,32046,Peter Segal,18000000,7074124
The Hunt,2020,90,6.5,118344,Craig Zobel,18200000,12400979
All My Life,2020,91,6.3,5235,Marc Meyers,25000000,2024063
The Tax Collector,2020,95,4.8,14400,David Ayer,30000000,1309971
The Way Back,2020,108,6.7,48775,Gavin O'Connor,23000000,14563409
The Lovebirds,2020,86,6.1,26777,Michael Showalter,16000000,0
Extraction,2020,116,6.7,210493,Sam Hargrave,65000000,0
Gretel & Hansel,2020,87,5.5,32056,Oz Perkins,5000000,22052456
Brahms: The Boy II,2020,86,4.7,18734,William Brent Bell,10000000,18968326
Impractical Jokers: The Movie,2020,92,5.8,6838,Chris Henchy,3000000,10466091
Emma.,2020,124,6.7,57255,Autumn de Wilde,10000000,27365788
Palm Springs,2020,90,7.4,166203,Max Barbakow,5000000,1818417
I Still Believe,2020,116,6.4,12573,"Andrew Erwin, Jon Erwin",12000000,16703751
Mortal Kombat,2021,110,6,178980,Simon McQuoid,55000000,83508259
Jungle Cruise,2021,127,6.6,197345,Jaume Collet-Serra,200000000,210469803
Army of the Dead,2021,148,5.7,176968,Zack Snyder,90000000,0
A Journal for Jordan,2021,131,5.9,2328,Denzel Washington,25000000,6682685
The Little Things,2021,128,6.3,109836,John Lee Hancock,30000000,29735222
The Power of the Dog,2021,126,6.8,180816,Jane Campion,35000000,263233
The Forever Purge,2021,103,5.4,36823,Everardo Gout,18000000,76950525
Spiral,2021,93,5.2,56985,Darren Lynn Bousman,20000000,39519588
